id,title,release_date,vote_average,vote_count,popularity,cast,genres,overview
1285366,Shape of My Heart,2024-07-06,6.2,4,78.1008,Keisuke Koide|Kei Fubuki|Manami Shindo|Yohta Kawase|Kotaro Tanaka,Romance,"A romance about a man and a woman who, due to an unexpected event, end up switching bodies. Despite coming from completely different backgrounds and environments, the two try to overcome the various difficulties that arise from their body swap."
1727780,Borderline,2026-07-17,5.7,15,77.2303,Marissa Arguijo|Michael-Eoin Stanney|Marcus Jean Pirae|Dominic Hernandez|Nigel Vonas,Thriller,"Convinced they are our secret saviors, rogue U.S. operatives abduct Mexican gang members and seed them across major American cities, unleashing criminal chaos, swaying voters by playing on nativist prejudices, and forcing law enforcement into a race to expose the plot as the escalating carnage threatens democracy itself."
1408162,Vishwanath & Sons,2026-08-14,8.4,7,76.4694,Suriya|Mamitha Baiju|Radhika Sarathkumar|Raveena Tandon|Sunil,Drama|Romance,"Sanjay Vishwanath is an acclaimed professional handgunner in his 40s with a major stake in fame and wealth. When he comes across a woman named Maddy in her 20s, their dynamic poses many issues that they must come to terms with."
24428,The Avengers,2012-04-25,8.067,39319,76.4139,Robert Downey Jr.|Chris Evans|Mark Ruffalo|Chris Hemsworth|Scarlett Johansson,Science Fiction|Action|Adventure,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!"
1314481,The Devil Wears Prada 2,2026-04-29,7.069,2119,73.7744,Anne Hathaway|Meryl Streep|Emily Blunt|Stanley Tucci|Kenneth Branagh,Comedy|Drama,"Andy Sachs returns to Runway as Miranda Priestly navigates a new media landscape and Runway's position within. The duo reconnect with former assistant Emily Charlton, now the head of a luxury brand that possesses funding which could ensure Runway's survival."
1930,The Amazing Spider-Man,2012-06-23,6.754,18946,72.2394,Andrew Garfield|Emma Stone|Rhys Ifans|Denis Leary|Martin Sheen,Action|Adventure|Science Fiction,A teenage Peter Parker grapples with both high school and amazing super-human crises as his alter-ego Spider-Man.
5721,Vixen!,1968-10-15,5.486,108,71.9312,Erica Gavin|Garth Pillsbury|Harrison Page|Jon Evans|Vincene Wallace,Drama,"In a Canadian mountain resort, Vixen Palmer resides with her naive pilot husband Tom. While he's away flying in tourists, she sleeps with practically everybody including a husband and his wife, and even her biker brother. However, the only one she won't bed is her brother's friend... who is Black."
1569947,The Priest: Thanksgiving Massacre,2025-08-08,3.429,56,71.0066,Jo Krayer|Liz Soutar|Holly Higbee|Brooklyn Ross|Dani Thompson,Horror,"A family gather to spend Thanksgiving at an isolated cabin, unaware that the site has a horrific history of murder and cannibalism and that the Priest responsible did not rest in peace. Now they are on the menu for Thanksgiving dinner."
1439930,The Punisher: One Last Kill,2026-05-12,8.289,2094,70.251,Jon Bernthal|Deborah Ann Woll|Jason R. Moore|Judith Light|Kelli Barrett,Action|Drama|Crime,"As Frank Castle searches for meaning beyond revenge, an unexpected force pulls him back into the fight."
1630409,The Debt Collector,2026-07-20,8.0,109,69.6725,Nadech Kugimiya|Pittaya Saechua|Chaiwat Thongsaeng|Nuanprang Treechit|Jonathan Holman,Action|Thriller|Crime,"Tormented by past mistakes and a terminal diagnosis, an ex-debt collector returns to the underworld to protect the victims of a violent organization."
1084242,Zootopia 2,2025-11-26,7.676,3299,69.3044,Ginnifer Goodwin|Jason Bateman|Ke Huy Quan|Fortune Feimster|Andy Samberg,Animation|Adventure|Comedy|Mystery|Family,"After cracking the biggest case in Zootopia's history, rookie cops Judy Hopps and Nick Wilde find themselves on the twisting trail of a great mystery when Gary De'Snake arrives and turns the animal metropolis upside down. To crack the case, Judy and Nick must go undercover to unexpected new parts of town, where their growing partnership is tested like never before."
1127384,Deep Water,2026-04-30,7.132,406,68.7426,Aaron Eckhart|Ben Kingsley|Molly Belle Wright|Angus Sampson|Elijah Tamati,Horror|Thriller,A group of international passengers on a flight from Los Angeles to Shanghai is forced to make an emergency landing in shark-infested waters. The terrified group is forced to work together and overcome their differences if they hope to escape their sinking plane and the frenzy of sharks drawn to the wreckage.
1193950,The Dollmaker,2025-10-11,0.0,0,67.5864,Rodrigo Noya|Arturo Puig|Mario Alarcón|Alejo Garcia Pintos|Griselda Sánchez,Crime|Thriller|Horror,"In a quiet village, charming young Tomás leads a simple life: caring for his mother, working at the video store and town clinic, and collecting dolls. As women begin disappearing, newly arrived Inspector Porter investigates."
157336,Interstellar,2014-11-05,8.485,40822,67.3846,Matthew McConaughey|Anne Hathaway|Michael Caine|Jessica Chastain|Casey Affleck,Adventure|Drama|Science Fiction,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.
1110034,Kraken,2026-02-06,6.3,279,67.1642,Sara Khorami|Mikkel Bratt Silset|Ingvild Holthe Bygdnes|Øyvind Brandtzæg|Jenny Evensen,Horror|Action|Thriller,"A marine biologist is doing research on a fish farm when she encounters several strange occurrences. Along with the brutal deaths of two teenagers, all signs point to the deep fjord; can there be more to the depths than the eye can see?"
1504358,Don't Say Good Luck,2026-08-13,7.026,39,66.2915,Sunny Sandler|Melanie Lynskey|Max Greenfield|Stephanie Beatriz|Bebe Neuwirth,Comedy|Music|Drama,Sophie Birenbaum is ready for the spotlight as the lead in her high school musical — until she's suddenly facing more drama at home than on the stage.
1668364,Desire,2026-05-07,6.776,232,65.9462,Ludwika Paleta|José María Yázpik|Óscar Casas|Leonardo Ortizgris|Matías Coronado,Mystery|Drama,"Lucero’s life appears immaculate: a wealthy household, a devoted husband, and two children who embody the promise of a perfect family. Yet beneath this surface simmers a quiet dissatisfaction. When Matías, a young swimming coach hired by her husband, enters their lives, Lucero finds herself pulled into a risky and consuming relationship. As secrecy, desire, and jealousy tighten their grip, the boundaries within the family begin to collapse, placing mother and daughter in a dangerous emotional triangle that threatens to shatter everything Lucero has built."
429617,Spider-Man: Far From Home,2019-06-28,7.394,17440,64.9587,Tom Holland|Jake Gyllenhaal|Samuel L. Jackson|Marisa Tomei|Jon Favreau,Action|Adventure|Science Fiction,"Peter Parker and his friends go on a summer trip to Europe. However, they will hardly be able to rest - Peter will have to agree to help Nick Fury uncover the mystery of creatures that cause natural disasters and destruction throughout the continent."
299534,Avengers: Endgame,2019-04-24,8.24,28383,64.8006,Robert Downey Jr.|Chris Evans|Mark Ruffalo|Chris Hemsworth|Scarlett Johansson,Adventure|Science Fiction|Action,"After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store."
27205,Inception,2010-07-15,8.373,39945,64.5184,Leonardo DiCaprio|Joseph Gordon-Levitt|Ken Watanabe|Tom Hardy|Elliot Page,Action|Science Fiction|Adventure,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious."
1228710,The Mandalorian and Grogu,2026-05-20,7.51,1316,64.3935,Pedro Pascal|Jeremy Allen White|Sigourney Weaver|Brendan Wayne|Lateef Crowder,Action|Adventure|Science Fiction,"The evil Empire has fallen, and Imperial warlords remain scattered throughout the galaxy. As the fledgling New Republic works to protect everything the Rebellion fought for, they have enlisted the help of legendary Mandalorian bounty hunter Din Djarin and his young apprentice Grogu."
559,Spider-Man 3,2007-05-01,6.475,15612,62.7649,Tobey Maguire|Kirsten Dunst|James Franco|Thomas Haden Church|Topher Grace,Action|Adventure|Science Fiction,"The seemingly invincible Spider-Man goes up against an all-new crop of villains—including the shape-shifting Sandman. While Spider-Man’s superpowers are altered by an alien organism, his alter ego, Peter Parker, deals with nemesis Eddie Brock and also gets caught up in a love triangle."
569094,Spider-Man: Across the Spider-Verse,2023-05-31,8.343,9060,62.344,Shameik Moore|Hailee Steinfeld|Brian Tyree Henry|Luna Lauren Vélez|Jake Johnson,Animation|Action|Adventure|Science Fiction,"After reuniting with Gwen Stacy, Brooklyn’s full-time, friendly neighborhood Spider-Man is catapulted across the Multiverse, where he encounters the Spider Society, a team of Spider-People charged with protecting the Multiverse's very existence. But when the heroes clash on how to handle a new threat, Miles finds himself pitted against the other Spiders and must set out on his own to save those he loves most."
155,The Dark Knight,2008-07-16,8.534,36450,61.6543,Christian Bale|Heath Ledger|Aaron Eckhart|Michael Caine|Maggie Gyllenhaal,Action|Crime|Thriller,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker."
1510795,"Shake, Rattle & Roll: Evil Origins",2026-06-05,5.0,15,59.8285,Carla Abellana|Richard Gutierrez|Ivana Alawi|Manilyn Reynes|Janice de Belen,Horror,"In 1775 during the Spanish colonial period in the Philippines, nuns attempts to survive the night after an unknown evil was set free in their cloister. Meanwhile in 2025, a group of friends attend a Halloween masquerade ball which was attacked by a serial killer. Fast forward to the future in 2050, a post-apocalytic Philippines is ruled by the aswang."
1226863,The Super Mario Galaxy Movie,2026-04-01,8.242,3496,59.8156,Chris Pratt|Charlie Day|Anya Taylor-Joy|Jack Black|Keegan-Michael Key,Family|Comedy|Adventure|Fantasy|Animation,"Having thwarted Bowser's previous plot to marry Princess Peach, Mario and Luigi now face a fresh threat in Bowser Jr., who is determined to liberate his father from captivity and restore the family legacy. Alongside companions new and old, the brothers travel across the stars to stop the young heir's crusade."
1419406,The Shadow's Edge,2025-08-16,8.12,1229,58.8439,Jackie Chan|Zhang Zifeng|Tony Leung Ka-fai|Ci Sha|Jun,Action|Crime|Drama|Thriller,Macau Police brings the tracking expert police officer out of retirement to help catch a dangerous group of professional thieves.
238,The Godfather,1972-03-14,8.685,23384,58.7501,Marlon Brando|Al Pacino|James Caan|Robert Duvall|Richard S. Castellano,Drama|Crime,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge."
931285,Mortal Kombat II,2026-05-06,7.87,2397,58.1276,Karl Urban|Adeline Rudolph|Ludi Lin|Jessica McNamee|Josh Lawson,Action|Fantasy|Adventure,"The fan favorite champions—now joined by Johnny Cage himself—are pitted against one another in the ultimate, no-holds barred, gory battle to defeat the dark rule of Shao Kahn that threatens the very existence of the Earthrealm and its defenders."
822119,Captain America: Brave New World,2025-02-12,5.945,3299,57.2012,Anthony Mackie|Harrison Ford|Danny Ramirez|Shira Haas|Tim Blake Nelson,Action|Thriller|Science Fiction,"After meeting with newly elected U.S. President Thaddeus Ross, Sam finds himself in the middle of an international incident. He must discover the reason behind a nefarious global plot before the true mastermind has the entire world seeing red."
